"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
7,681084,"Andrews, Tanner",28,25,,,,,,,,,,,,2169,84.6,84.06,1,2,5,-0.5,5.9,112,154,120,148,303,318,279,"0.174","-0.174",,,,,,,,,,,,,2.87429,0.31,-0.05429,-0.05429,"88.0",117,,,,6.23,-2.6,0.37,2.35,,,"-2.485714286",,,"2.485714286",,,,,50,,,,,,,
7,692024,"Carrillo, Alex",15,46.7,0.5,0,0.5,0.5,0.45,,,1,2,94.4,24.5,2565,88.7,87.36,1,3,4,-1.2999999999999972,5.27,110,149,124,147,284,319,285,"-0.519","0.519",,,2,2,1,0,0,0,0,0,0,0,2.52571,0.35286,-0.23143,0.12,"95.3",190,50,0,0,5.24,-1.5,0.2,1.7,0.5,0,"7.414285714",,,"-7.414285714",,,,,33.3,,,,,,,
7,822498,"Easterly, Reid",18,38.9,0,0,,0,0,,,0,1,,,1939,83.2,82.9,1,3,4,-0.29999999999999716,6.17,96,144,111,144,301,318,297,"0.287","-0.287",,,1,0,0,0,0,0,1,100,0,0,3.24857,0.07714,-0.51143,0.51143,"93.3",5,,,,5.17,1.71,-0.21,2.38,0,,"-4.1",,,"4.1",,,,,33.3,,,,,,,
7,701565,"Schultz, Connor",59,11.9,1,0,1,1,0.9,,,1,1,105.3,-2,2189,83.5,83.94,3,4,3,0.4000000000000057,6.44,94,148,122,148,298,324,308,"-0.403","0.403",,,1,1,1,0,0,0,0,0,0,0,3.30286,-0.05,-0.14571,-0.14571,"105.3",34,100,0,0,6.11,-1.28,1.07,0.92,1,0,"5.757142857",,,"-5.757142857",,,,,75,,,,,,,
7,700380,"Loeschorn, Joshua",33,21.2,0,0,0,0,0,,,0,2,84.5,67,2405,82.4,83.23,1,4,3,0.7999999999999972,7.07,,,,,,,,"0.377","-0.377",,,2,1,0,0,0,0,1,50,0,0,2.74143,0.64286,-0.98,-0.87143,"88.0",55,0,0,0,5.24,-1.52,0.61,1.67,0,0,"-5.385714286",,,"5.385714286",,,,,25,,,,,,,
7,673540,"Senga, Kodai",50,14,0,0,,0,0,,,0,1,,,2520,82.6,82.7,1,2,5,0.10000000000000853,6.14,121,150,123,151,288,318,282,"0.326","-0.326",,,1,0,0,0,0,0,1,100,0,0,3.09857,0.22571,-0.10857,0.11714,"88.0",208,,,,5.97,-1.69,-0.1,2.17,0,,"-4.657142857",,,"4.657142857",,,,,50,,,,,,,
7,806188,"Gibson, Cade",84,8.3,1,3,,4,2,,,1,1,98.8,27,2856,86.4,86.54,0,2,5,0.09999999999999432,5.84,108,151,117,149,285,312,289,"-2.026","2.026",,,1,1,0,0,0,1,0,0,0,0,2.7,0.30857,-0.39286,0.25,"93.4",288,100,100,100,5.75,2.41,0.34,2.04,1,1,"28.942857143",,,"-28.942857143",,,,,0,,,,,,,
7,694674,"Menendez, Antonio",48,14.6,0,0,0,0,0,,,0,2,99.3,59,2257,81.1,80.8,1,2,5,-0.29999999999999716,6.21,114,148,119,148,290,326,295,"0.385","-0.385",,,2,1,0,0,0,0,1,50,0,0,3.06571,0.42143,-0.9,-0.77714,"99.3",199,100,0,0,3.57,-4.21,-1.48,2.27,0,0,"-5.5",,,"5.5",,,,,50,,,,,,,
7,687268,"Hunt, K.C.",19,36.8,0.5,0,0.5,0.5,0.45,,,1,2,83.4,-6,2252,84.2,84.3,1,3,4,0.09999999999999432,6.16,108,148,117,149,306,327,288,"-0.102","0.102",,,2,2,1,0,0,0,0,0,0,0,2.94429,0.24571,-0.24833,-0.06167,"96.2",27,50,0,0,5.84,-1.03,-0.33,3.27,0.5,0,"1.457142857",,,"-1.457142857",,,,,33.3,,,,,,,
7,702303,"Martin, Riley",59,11.9,0,0,0,0,0,,,0,2,82.4,-6.5,2400,89.1,88.43,2,5,2,-0.6999999999999886,5.67,114,150,117,151,296,328,299,"0.445","-0.445",,,2,2,0,0,0,0,0,0,0,0,2.40857,0.44429,-0.19,-0.00143,"90.4",87,50,0,0,6,2.36,-0.74,1.69,0,0,"-6.357142857",,,"6.357142857",,,,,40,,,,,,,
7,665795,"Cabrera, Edward",76,9.2,,,,,,,,,,,,2475,87,87.69,0,0,7,0.7000000000000028,6.39,107,153,124,150,298,330,309,"0.018","-0.018",,,,,,,,,,,,,2.99,-0.01429,-0.34571,-0.28,,,,,,6.04,-1.11,1.16,2.19,,,"-0.257142857",,,"0.257142857",,,,,,,,,,,,
7,686608,"Wallace, Jacob",21,33.3,0,0,,0,0,,,0,2,,,2756,84.9,84.36,3,4,3,-0.5,6.07,105,144,122,149,308,326,297,"0.379","-0.379",,,2,0,0,0,0,0,2,100,0,0,3.30429,-0.12429,-0.49286,-0.16714,"88.0",4,,,,5.85,-2,0.37,1.48,0,,"-5.414285714",,,"5.414285714",,,,,75,,,,,,,
7,660896,"Alcala, Jorge",74,9.5,0,0,0,0,0,,,0,1,96.8,2,2483,89.1,88.57,0,2,5,-0.5,5.7,109,149,122,147,298,328,288,"0.43","-0.43",,,1,1,0,0,0,0,0,0,0,0,2.60714,0.23857,-0.25429,-0.13429,"96.8",61,100,0,0,6.49,-1.52,-0.01,2.3,0,0,"-6.142857143",,,"6.142857143",,,,,0,,,,,,,
7,813829,"Barnhart, Zane",36,19.4,0.333,1,0,1.333,0.667,,,1,3,100.4,23.5,2714,84.3,84.66,0,2,5,0.4000000000000057,6.8,112,145,117,146,300,314,277,"-0.859","0.859",,,3,2,0,0,0,1,1,33.3,0,0,2.89714,0.34429,-1.15286,-1.15286,"100.4",350,100,50,33.33333333333333,4.8,-2.07,-0.09,2.16,0.333,1,"12.271428571",,,"-12.271428571",,,,,0,,,,,,,
7,814810,"Bickerstaff, Calvin",14,50,0,0,,0,0,,,0,1,,,2160,80.9,81.31,2,4,3,0.3999999999999915,6.33,119,147,117,147,274,315,294,"0.348","-0.348",,,1,0,0,0,0,0,1,100,0,0,3.25571,0.19714,-0.50714,0.25857,"93.9",274,,,,6.15,-1.76,-0.01,2.51,0,,"-4.971428571",,,"4.971428571",,,,,50,,,,,,,
7,689557,"Morehouse, Zane",23,30.4,0.5,0,1,0.5,0.45,,,1,2,107.8,9,2706,84.5,84.79,0,2,5,0.29999999999999716,6.39,99,150,123,147,312,316,282,"-0.408","0.408",,,2,1,1,0,0,0,1,50,0,0,3.26286,-0.08143,-0.91143,-0.63429,"97.9",138,100,0,0,5.45,-2.34,0.16,2.36,0.5,0,"5.828571429",,,"-5.828571429",,,,,0,,,,,,,
7,680899,"Tolman, Erik",32,21.9,0,0,0,0,0,,,0,2,71.4,2,2157,86.7,87.36,2,4,3,0.7000000000000028,6.34,112,146,113,149,281,311,268,"0.637","-0.637",,,2,1,0,0,0,0,1,50,0,0,2.68429,0.30429,-0.32714,-0.22429,"88.0",22,0,0,0,6.04,1.63,-0.46,2.25,0,0,"-9.1",,,"9.1",,,,,50,,,,,,,
7,687765,"Spence, Mitch",66,10.6,0.5,0,1,0.5,0.45,,,1,2,102.8,5,2707,84.3,83.99,1,4,3,-0.29999999999999716,6.07,104,149,119,144,297,324,288,"-0.069","0.069",,,2,1,1,0,0,0,1,50,0,0,3.09,0.12143,-1.03429,-0.75714,"93.9",154,100,0,0,6,-2.34,0.46,1.65,0.5,0,"0.985714286",,,"-0.985714286",,,,,25,,,,,,,
7,694753,"Curtis, Khristian",55,12.7,0,0,0,0,0,,,0,1,94.6,24,,88.1,89.1,2,4,3,1,6.51,,,,,,,,"0.389","-0.389",,,1,1,0,0,0,0,0,0,0,0,2.73857,0.16,-0.40143,-0.40143,"90.2",174,0,0,0,6.04,-2.15,0.68,2.36,0,0,"-5.557142857",,,"5.557142857",,,,,50,,,,,,,
7,641329,"Baker, Bryan",34,20.6,0,0,,0,0,,,0,1,,,2337,90,90.6,3,5,2,0.5999999999999943,6.29,90,145,116,148,282,332,299,"0.361","-0.361",,,1,0,0,0,0,0,1,100,0,0,2.32143,0.45714,-0.47429,0.18857,"88.0",219,,,,6.78,-0.74,0.28,2.23,0,,"-5.157142857",,,"5.157142857",,,,,60,,,,,,,
7,687280,"Gilbert, Geoffrey",44,15.9,1,0,1,1,0.9,,,1,1,72.6,17,2361,77.3,77.43,0,1,6,0.10000000000000853,6.49,110,154,122,147,298,314,280,"-0.692","0.692",,,1,1,1,0,0,0,0,0,0,0,3.64143,0.19,-0.85143,-0.65429,"88.0",172,0,0,0,5.5,1.19,-0.65,2.39,1,0,"9.885714286",,,"-9.885714286",,,,,0,,,,,,,
