"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","miss_distance","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
50,676106,"Hancock, Emerson",252,19.8,0.222,0.333,0.5,0.556,0.317,,,2,9,92.4,44.3,2701,78.3,77.49,11,21,29,-0.7999999999999972,5.94,108,147,117,145,298,323,301,"-0.501","0.501",,,,9,4,0,1,1,0,5,55.6,0,0,"3.66","0.1","-1.38","-0.75","90.4",188,25,25,11.11111111111111,5.3,-2.92,0.23,1.95,0.222,1,"1.002",,,"-1.002",,,,,52.4,,,,,,,
50,573124,"Rogers, Taylor",130,38.5,0.182,0.182,0.286,0.364,0.229,,,2,11,77.8,21.3,2686,76.5,75.09,4,21,29,-1.4000000000000057,5.48,114,148,117,150,285,317,277,"0.521","-0.521",,,,11,7,0,2,0,0,4,36.4,0,0,"3.79","0.14","-1.16","0.04","89.4",81,0,0,0,5.62,2.11,-0.51,2.35,0.182,0,"-1.042",,,"1.042",,,,,19,,,,,,,
50,701121,"VanWey, Logan",156,32.1,0.111,0.111,0.143,0.222,0.282,,,1,9,79.9,14.4,2390,81.6,81.84,3,15,35,0.20000000000000284,6.57,106,146,121,144,290,318,288,"0.05","-0.05",,,,12,7,0,1,0,0,2,16.7,2,16.7,"2.83","0.61","-1.01","-0.42","91.3",121,28.57142857142857,0,0,4.72,-2.8,-0.15,2.11,0.333,0,"-0.1",,,"0.1",,,,,20,,,,,,,
49,694918,"Tidwell, Blade",147,33.3,0.231,0.154,0.5,0.385,0.318,,,3,13,90.9,30.3,2832,83.5,83.88,16,28,21,0.4000000000000057,6.5,111,147,118,146,303,327,301,"-0.031","0.031",,,,15,6,2,0,1,0,7,46.7,2,13.3,"2.81","0.46","-1.05","-0.33","91.5",168,50,16.666666666666664,6.666666666666667,5.99,-1.92,0.64,1.94,0.333,1,"0.063265306",,,"-0.063265306",,,,,57.1,,,,,,,
48,547184,"Kelly, Michael",137,35,0.313,0.063,0.5,0.375,0.364,,,5,16,86.7,14.5,2750,83.5,82.47,8,25,23,-1,5.65,108,146,117,148,299,321,295,"-0.323","0.323",,,,19,10,4,1,0,0,6,31.6,3,15.8,"3.3","-0.03","-1.25","-0.6","91.3",143,30,0,0,5.87,-1.55,0.18,2.25,0.421,0,"0.672916667",,,"-0.672916667",,,,,32,,,,,,,
47,621016,"Cuas, Jose",153,30.7,0.125,0.375,0,0.5,0.305,,,1,8,82.5,48,2742,82.2,81.81,8,22,25,-0.4000000000000057,6.25,105,148,118,146,292,321,295,"0.333","-0.333",,,,9,5,0,0,0,1,3,33.3,1,11.1,"2.81","0.59","-0.58","-0.13","91.2",182,20,20,11.11111111111111,4.2,-4.27,0.26,2.28,0.222,1,"-0.708510638",,,"0.708510638",,,,,36.4,,,,,,,
47,680802,"Weiss, Ryan",175,26.9,0.375,0.125,0.429,0.5,0.415,,,3,8,77.9,9.1,2542,83.2,83.23,4,20,27,0,6.43,106,146,120,146,302,324,290,"-0.671","0.671",,,,9,7,2,1,0,0,1,11.1,1,11.1,"3.26","0.05","-1.17","-0.61","89.5",120,14.285714285714285,0,0,5.91,-2.29,0.28,1.77,0.444,0,"1.427659574",,,"-1.427659574",,,,,20,,,,,,,
46,607200,"Fedde, Erick",131,35.1,0.143,0,0.333,0.143,0.198,,,1,7,82.5,-9.7,2468,82,82.41,10,24,22,0.4000000000000057,6.55,106,148,122,143,302,327,291,"1.342","-1.342",,,,8,3,1,0,0,0,4,50,1,12.5,"3.3","0.09","-1.17","-0.3","89.5",90,0,0,0,5.71,-1.62,0.34,1.94,0.25,0,"-2.917391304",,,"2.917391304",,,,,41.7,,,,,,,
46,668338,"Miller, Tyson",126,36.5,0.2,0.6,0,0.8,0.43,,,1,5,96.9,29.4,2507,80.4,81.18,4,15,31,0.7999999999999972,7,108,145,116,145,298,325,300,"-0.916","0.916",,,,8,5,0,0,0,1,1,12.5,2,25,"2.67","0.88","-0.96","-0.27","94.0",197,60,40,25,4.35,-4.14,0.38,2.42,0.375,2,"1.991304348",,,"-1.991304348",,,,,26.7,,,,,,,
45,666171,"Zeferjahn, Ryan",192,23.4,0.091,0.182,0.125,0.273,0.133,,,1,11,88.5,34.3,2553,83.7,84.02,6,20,25,0.29999999999999716,6.42,109,149,116,149,297,318,291,"1.437","-1.437",,,,12,8,0,0,1,0,4,33.3,0,0,"2.98","0.27","-1.17","-0.25","91.0",192,37.5,12.5,8.333333333333332,5.78,-2.15,0.11,2.27,0.083,1,"-3.193333333",,,"3.193333333",,,,,30,,,,,,,
45,700712,"Ureña, Walbert",275,16.4,0,0,0,0,0.091,,,0,7,89.7,-2,2526,85,84.5,4,11,34,-0.5,5.96,110,150,115,149,303,320,301,"0.481","-0.481",,,,8,5,0,0,0,0,2,25,0,0,"3.5","-0.34","-0.77","-0.44","90.1",61,25,0,0,6.48,-1.25,-0.01,1.98,0.125,0,"-1.068888889",,,"1.068888889",,,,,36.4,,,,,,,
45,594580,"Moll, Sam",180,25,0.125,0,1,0.125,0.111,,,1,8,105.8,-16,2863,81.2,78.48,11,17,28,-2.700000000000003,4.54,110,149,122,149,298,325,298,"0.691","-0.691",,,,8,1,1,0,0,0,7,87.5,0,0,"3.68","-0.2","-1.11","0.1","91.6",136,100,0,0,4.93,2.36,-0.63,1.75,0.125,0,"-1.535555556",,,"1.535555556",,,,,64.7,,,,,,,
44,682077,"Mosser, Gabe",173,25.4,0.2,0,0.333,0.2,0.178,,,1,5,88.8,28.3,2799,79.8,80.01,6,15,29,0.20000000000000284,6.44,108,146,116,147,294,318,293,"0.312","-0.312",,,,5,3,1,0,0,0,2,40,0,0,"3.72","-0.13","-1.17","-0.08","89.3",183,0,0,0,5.83,-2.87,0.5,1.85,0.2,0,"-0.709090909",,,"0.709090909",,,,,40,,,,,,,
44,684007,"Imanaga, Shota",299,14.7,0.273,0.273,0.333,0.545,0.377,,,3,11,91.4,12.3,2501,82.6,82.39,9,22,22,-0.19999999999998863,6.24,107,149,117,152,293,330,310,"-2.122","2.122",,,,12,7,2,0,0,1,4,33.3,1,8.3,"3.39","-0.03","-0.93","-0.33","95.8",157,57.14285714285714,14.285714285714285,8.333333333333332,5.46,2.04,-0.6,1.97,0.333,1,"4.822727273",,,"-4.822727273",,,,,40.9,,,,,,,
44,690990,"Horton, Cade",226,19.5,0.273,0.364,0.5,0.636,0.381,,,3,11,88.1,27.2,2541,83.8,83.47,14,22,22,-0.29999999999999716,6.12,112,153,118,150,304,332,297,"-1.295","1.295",,,,11,5,1,1,0,1,6,54.5,0,0,"3.33","-0.08","-0.91","-0.62","91.2",171,20,20,9.090909090909092,5.97,-1.95,0.52,1.24,0.273,1,"2.943181818",,,"-2.943181818",,,,,63.6,,,,,,,
44,700241,"McGreevy, Michael",280,15.7,0.25,0.125,0.308,0.375,0.269,,,4,16,87.1,14.8,2446,80.3,80.32,7,24,20,0,6.4,105,152,116,146,295,316,283,"-0.379","0.379",,,,16,13,2,2,0,0,3,18.8,0,0,"3.68","-0.13","-1.19","-1.16","92.4",120,30.76923076923077,0,0,5.69,-2.37,0.68,1.67,0.25,0,"0.861363636",,,"-0.861363636",,,,,29.2,,,,,,,
44,676571,"Poulin, PJ",110,40,0,0,0,0,0,,,0,9,89.5,15.2,2436,79.3,78.97,9,22,22,-0.29999999999999716,6.31,113,149,123,151,292,321,298,"2.268","-2.268",,,,9,6,0,0,0,0,3,33.3,0,0,"3.16","0.5","-0.81","-0.3","93.3",142,33.33333333333333,0,0,4.39,2.4,-0.38,1.96,0,0,"-5.154545455",,,"5.154545455",,,,,40.9,,,,,,,
