"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","miss_distance","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
74,806960,"Morales, Luis",365,20.3,0.188,0,0.2,0.188,0.238,,,3,16,87.1,1.6,2494,97.1,96.68,2,35,39,-0.3999999999999915,6.05,103,147,112,145,306,324,293,"1.74","-1.74",,,,20,15,3,0,0,0,2,10,3,15,"1.37","1.05","1.12","1","94.1",147,60,6.666666666666667,5,5.8,-1.66,-0.16,2.13,0.3,1,"-2.351351351",,,"2.351351351",,,,,5.7,,,,,,,
74,621112,"Blackburn, Paul",228,32.5,0.208,0.083,0.217,0.292,0.234,,,5,24,87,7.7,2045,93.4,93.32,4,39,35,-0.10000000000000853,6.26,106,151,118,149,293,313,278,"2.651","-2.651",,,,25,23,4,0,1,0,1,4,1,4,"1.77","0.84","1.04","0.82","91.1",133,27.27272727272727,9.090909090909092,8,5.93,-2.13,-0.25,2.16,0.24,2,"-3.582432432",,,"3.582432432",,,,,10.3,,,,,,,
74,666201,"Manoah, Alek",307,24.1,0.5,0.278,0.643,0.778,0.575,,,9,18,92.5,13,2170,90.6,91.77,4,29,45,1.2000000000000028,7.01,106,146,117,144,300,320,297,"-4.482","4.482",,,,22,14,4,5,0,0,4,18.2,4,18.2,"1.73","1.05","1.04","0.68","96.4",124,64.28571428571429,14.285714285714285,9.090909090909092,6.09,-2.21,0.19,2.08,0.591,2,"6.056756757",,,"-6.056756757",,,,,13.8,,,,,,,
73,679775,"Backhus, Kyle",105,69.5,0.222,0.111,0.286,0.333,0.263,,,4,18,94.7,5.9,2138,91,91.79,7,30,43,0.7999999999999972,6.93,112,149,120,148,285,308,283,"1.715","-1.715",,,,19,14,2,2,0,0,4,21.1,1,5.3,"2.65","0.12","1.6","-0.63","95.8",170,71.42857142857143,7.142857142857142,5.263157894736842,4.27,2.96,-0.13,2.46,0.263,1,"-2.349315068",,,"2.349315068",,,,,23.3,,,,,,,
73,594580,"Moll, Sam",180,40.6,0.167,0.083,0.182,0.25,0.352,,,2,12,92,9.5,2353,91.1,88.48,4,29,44,-2.5999999999999943,4.65,111,149,120,149,295,327,297,"1.384","-1.384",,,,18,11,1,1,0,0,1,5.6,6,33.3,"2.97","-0.22","1.26","0.07","94.8",121,54.54545454545454,0,0,5.03,2.11,0.48,2.34,0.444,0,"-1.895890411",,,"1.895890411",,,,,13.8,,,,,,,
72,643511,"Rogers, Tyler",104,69.2,0.286,0.143,0.313,0.429,0.328,,,6,21,81.2,-15.9,2010,82.8,82.12,8,33,39,-0.7000000000000028,6.17,111,148,119,148,304,320,286,"0.127","-0.127",,,,22,17,5,0,0,1,4,18.2,0,0,"4.42","-1.05","0.32","-0.02","91.7",98,35.294117647058826,5.88235294117647,4.545454545454546,1.58,-3.92,-0.14,2.1,0.318,1,"-0.176388889",,,"0.176388889",,,,,24.2,,,,,,,
70,656605,"Keller, Mitch",285,24.6,0.154,0,0.167,0.154,0.137,,,2,13,82.7,-7.6,2249,92.3,92.86,5,32,38,0.6000000000000085,6.59,109,150,118,149,290,312,286,"1.886","-1.886",,,,13,12,2,0,0,0,1,7.7,0,0,"2.27","0.4","0.97","0.45","90.8",85,33.33333333333333,0,0,5.81,-2.07,-0.12,2.14,0.154,0,"-2.694285714",,,"2.694285714",,,,,15.6,,,,,,,
70,656849,"Peterson, David",197,35.5,0.222,0.056,0.235,0.278,0.266,,,4,18,94.2,-18.8,2055,90.9,92.57,6,38,32,1.6999999999999886,7.14,106,146,116,147,289,316,286,"0.626","-0.626",,,,20,17,3,1,0,0,1,5,2,10,"2.18","0.56","0.73","0.01","94.6",73,64.70588235294117,0,0,6.13,2.26,0.06,2.22,0.3,0,"-0.894285714",,,"0.894285714",,,,,15.8,,,,,,,
70,608718,"Suter, Brent",208,33.7,0.421,0.211,0.467,0.632,0.476,,,8,19,84.3,15.8,2044,87.9,89.82,4,30,40,1.8999999999999915,7.49,112,149,116,148,296,322,298,"-1.527","1.527",,,,24,16,6,1,0,1,4,16.7,4,16.7,"1.86","1.09","0.94","0.07","90.1",156,18.75,6.25,4.166666666666666,6.17,3.2,0.2,2.43,0.5,1,"2.181428571",,,"-2.181428571",,,,,13.3,,,,,,,
69,527048,"Pérez, Martín",185,37.3,0.286,0,0.333,0.286,0.276,,,6,21,89.8,1,1961,90.2,89.98,2,35,34,-0.20000000000000284,6.14,118,150,123,149,299,322,291,"1.354","-1.354",,,,22,18,6,0,0,0,3,13.6,0,0,"2.01","0.8","1.35","0","93.9",98,44.44444444444444,5.555555555555555,4.545454545454546,5.72,1.05,-0.05,2.29,0.318,1,"-1.962318841",,,"1.962318841",,,,,5.7,,,,,,,
69,677976,"Dobnak, Randy",184,37.5,0.5,0.278,0.563,0.778,0.557,,,9,18,97.6,6.6,1900,92.1,91.04,1,33,36,-1.0999999999999943,5.59,112,148,115,145,301,327,297,"-2.217","2.217",,,,19,16,4,5,0,0,2,10.5,0,0,"2.58","0.1","1.25","0.5","95.1",132,68.75,25,21.052631578947366,5.64,-1.87,-0.03,1.98,0.526,4,"3.213043478",,,"-3.213043478",,,,,3,,,,,,,
68,657649,"Koenig, Jared",134,50.7,0.313,0,0.5,0.313,0.325,,,5,16,95.4,14.9,2357,93.8,93.42,5,24,44,-0.3999999999999915,6.17,109,151,118,150,298,314,295,"0.872","-0.872",,,,18,10,5,0,0,0,6,33.3,2,11.1,"1.7","0.9","1.15","-0.4","93.1",154,50,0,0,6.17,2.19,0.08,2.47,0.389,0,"-1.282352941",,,"1.282352941",,,,,20.8,,,,,,,
68,687075,"Sproat, Brandon",209,32.5,0.167,0,0.222,0.167,0.227,,,2,12,89.8,-8.1,1991,96.9,97.11,5,30,38,0.19999999999998863,6.38,110,149,115,148,300,319,296,"1.442","-1.442",,,,14,9,2,0,0,0,3,21.4,2,14.3,"1.93","0.49","1.27","0.54","91.9",104,44.44444444444444,11.11111111111111,7.142857142857142,5.5,-2.26,-0.01,2.33,0.286,1,"-2.120588235",,,"2.120588235",,,,,16.7,,,,,,,
