"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","miss_distance","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
111,691587,"Pérez, Eury",251,44.2,0.333,0.212,0.391,0.545,0.413,,,11,33,92.5,11.9,2625,97.8,98.02,18,58,53,0.20000000000000284,6.58,113,148,125,149,288,316,291,"-1.321","1.321",,,,37,25,8,1,0,2,8,21.6,4,10.8,"0.92","1.48","0.78","-0.02","94.8",168,48,4,2.7027027027027026,6.18,-1.78,-0.34,2.5,0.405,1,"1.19009009",,,"-1.19009009",,,,,31,,,,,,,
108,519242,"Sale, Chris",293,36.9,0.318,0.182,0.333,0.5,0.368,,,7,22,91.7,9.6,2292,94.5,95.16,15,53,55,0.7000000000000028,6.74,112,150,125,147,304,321,293,"0.263","-0.263",,,,23,19,5,1,0,1,3,13,1,4.3,"1.75","0.81","1.24","-0.52","91.4",199,47.368421052631575,5.263157894736842,4.3478260869565215,5.04,3.05,-0.06,2.71,0.348,1,"-0.243518519",,,"0.243518519",,,,,28.3,,,,,,,
108,682995,"Barco, Hunter",226,47.8,0.091,0,0.154,0.091,0.213,,,2,22,88.1,20.2,2288,93.9,93.19,21,64,44,-0.7000000000000028,6.02,107,148,121,147,291,320,288,"3.596","-3.596",,,,28,13,2,0,0,0,9,32.1,6,21.4,"1.6","1","1.31","-0.62","90.1",158,38.46153846153847,0,0,5.39,3.26,0.2,2.83,0.286,0,"-3.32962963",,,"3.32962963",,,,,32.8,,,,,,,
108,670912,"Oviedo, Johan",260,41.5,0.333,0.042,0.533,0.375,0.355,,,8,24,88.7,18.7,2285,94.5,96.09,9,49,59,1.5999999999999943,7.17,113,148,122,149,277,307,301,"-1.295","1.295",,,,27,15,7,1,0,0,9,33.3,3,11.1,"1.42","1.13","0.43","-0.05","91.2",162,40,0,0,5.32,-3.13,-0.11,2.61,0.407,0,"1.199074074",,,"-1.199074074",,,,,18.4,,,,,,,
107,694819,"Misiorowski, Jacob",215,49.8,0.263,0.263,0.308,0.526,0.408,,,5,19,93.1,23.9,2536,98,99.97,12,46,61,2,7.29,112,149,118,150,299,326,301,"-0.425","0.425",,,,24,14,3,0,1,1,5,20.8,5,20.8,"1.1","1.26","0.77","-0.16","92.0",210,50,14.285714285714285,8.333333333333332,5.33,-1.78,0.17,2.86,0.417,2,"0.397196262",,,"-0.397196262",,,,,26.1,,,,,,,
107,622491,"Castillo, Luis",271,39.5,0.444,0.556,0.5,1,0.594,,,12,27,98.9,26.3,2171,95,93.16,21,66,41,-1.7999999999999972,5.25,110,147,116,146,295,325,297,"-5.528","5.528",,,,30,20,5,3,0,4,8,26.7,2,6.7,"1.48","1.05","0.83","0.17","93.9",234,75,30,20,5.51,-2.14,0.19,3.18,0.467,6,"5.16635514",,,"-5.16635514",,,,,31.8,,,,,,,
106,801739,"Lagrange, Carlos",262,40.5,0.267,0.133,0.28,0.4,0.325,,,8,30,89.5,18.8,2406,99.9,98.78,17,58,48,-1.1000000000000085,5.81,111,147,119,150,290,321,285,"0.294","-0.294",,,,33,26,6,1,0,1,4,12.1,3,9.1,"0.87","1.42","0.64","0.06","91.8",174,38.46153846153847,7.6923076923076925,6.0606060606060606,6.5,-1.78,-0.2,2.75,0.333,2,"-0.277358491",,,"0.277358491",,,,,29.3,,,,,,,
106,690990,"Horton, Cade",226,46.9,0.25,0.286,0.208,0.536,0.366,,,7,28,95.4,8.3,2414,95.8,95.81,11,56,50,0,6.17,114,149,111,152,298,333,300,"0.502","-0.502",,,,31,26,4,0,1,2,2,6.5,3,9.7,"1.3","1.17","-0.08","0.04","95.4",137,53.84615384615385,7.6923076923076925,6.451612903225806,6.03,-1.94,0.12,2.48,0.323,2,"-0.473584906",,,"0.473584906",,,,,19.6,,,,,,,
106,641743,"Kay, Anthony",347,30.5,0.182,0.273,0.133,0.455,0.336,,,4,22,86.7,24.1,2345,95.4,94.71,12,49,57,-0.7000000000000028,5.86,105,147,118,143,302,331,302,"0.144","-0.144",,,,28,17,2,0,0,2,6,21.4,4,14.3,"1.28","1.22","0.51","-0.31","91.6",183,41.17647058823529,17.647058823529413,10.714285714285714,5.97,1.8,-0.16,2.73,0.321,3,"-0.135849057",,,"0.135849057",,,,,24.5,,,,,,,
105,680732,"Burke, Sean",269,39,0.243,0.297,0.25,0.541,0.357,,,9,37,91.6,19.5,2480,94.1,95.07,10,58,47,1,6.82,109,147,116,148,300,327,303,"-1.484","1.484",,,,42,30,2,5,0,2,8,19,3,7.1,"1.08","1.5","0.48","-0.19","93.2",204,43.333333333333336,13.333333333333334,9.523809523809524,6.33,-2.2,0.02,2.83,0.31,4,"1.413333333",,,"-1.413333333",,,,,17.2,,,,,,,
