"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","miss_distance","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
45,664918,"Keller, Kyle",189,23.8,0,0,0,0,0.07,,,0,9,90.8,1,2417,78.6,78.62,2,16,29,0,6.38,112,149,125,149,290,314,295,"0.396","-0.396",,,,10,5,0,0,0,0,4,40,1,10,4.74378,-1.03956,-0.49333,-0.02444,"92.3",103,40,0,0,6.41,-1.13,-0.29,2.03,0.1,0,"-0.88",,,"0.88",,,,,12.5,,,,,,,
45,650644,"Civale, Aaron",216,20.8,0.188,0.313,0.222,0.5,0.285,,,3,16,88.9,19.5,3036,76.5,75.04,5,20,25,-1.5,5.4,118,150,124,149,300,324,297,"-0.013","0.013",,,,16,10,0,2,0,1,6,37.5,0,0,5.13422,-1.20978,-0.90756,0.168,"93.3",153,50,10,6.25,6.29,-0.53,0.2,2.03,0.188,1,"0.028888889",,,"-0.028888889",,,,,25,,,,,,,
44,543243,"Gray, Sonny",238,18.5,0.429,0.143,0.75,0.571,0.472,,,3,7,84.8,8.5,2516,80,80.06,4,15,29,0.09999999999999432,6.55,112,148,118,149,277,310,301,"-2.226","2.226",,,,8,4,2,1,0,0,3,37.5,0,0,4.68682,-1.09455,-1.08318,0.47409,"90.2",75,25,0,0,5.72,-0.72,-0.01,1.81,0.5,0,"5.059090909",,,"-5.059090909",,,,,26.7,,,,,,,
44,605218,"Edwards Jr., Carl",144,30.6,0,0,0,0,0.058,,,0,11,83.4,24.6,2233,79.3,79.6,4,19,25,0.29999999999999716,6.72,114,148,123,149,281,315,292,"0.807","-0.807",,,,12,7,0,0,0,0,4,33.3,1,8.3,4.44477,-0.78727,-0.42545,-0.00318,"90.3",130,14.285714285714285,0,0,6.52,-2.04,0.42,2.05,0.083,0,"-1.834090909",,,"1.834090909",,,,,21.1,,,,,,,
44,677952,"Ashcraft, Braxton",204,21.6,0.118,0,0.286,0.118,0.14,,,2,17,82.5,13.6,2548,84.8,84.36,7,18,26,-0.3999999999999915,6.04,114,148,123,148,285,315,287,"1.554","-1.554",,,,18,7,2,0,0,0,10,55.6,0,0,4.07841,-0.905,-0.59295,0.05432,"90.9",130,28.57142857142857,14.285714285714285,5.555555555555555,6.28,-1.06,0.35,1.67,0.167,1,"-3.531818182",,,"3.531818182",,,,,38.9,,,,,,,
42,681190,"Vásquez, Randy",276,15.2,0.125,0.375,0,0.5,0.308,,,1,8,98.1,17.2,3075,83.4,82.97,2,14,28,-0.4000000000000057,5.82,116,149,122,151,298,324,302,"-0.223","0.223",,,,9,5,0,0,0,1,3,33.3,0,0,3.52571,-0.26762,-0.75952,0.35238,"95.6",153,80,0,0,6.06,-2.14,0.31,1.93,0.222,0,"0.530952381",,,"-0.530952381",,,,,14.3,,,,,,,
41,670912,"Oviedo, Johan",260,15.8,0.375,0.375,0.5,0.75,0.478,,,3,8,87.5,29.4,2286,76.3,77.3,8,18,23,1,6.99,117,148,122,151,278,310,304,"-0.5","0.5",,,,8,5,2,0,0,1,3,37.5,0,0,4.12293,-0.21641,-0.78829,0.37366,"91.4",199,40,20,12.5,5.69,-2.85,0.01,1.89,0.375,1,"1.219512195",,,"-1.219512195",,,,,44.4,,,,,,,
41,701764,"Day, Cam",104,39.4,0.375,0,0.429,0.375,0.375,,,3,8,85.3,29,2699,83.2,82.26,2,14,27,-0.9000000000000057,5.82,110,152,119,147,300,331,292,"-1.25","1.25",,,,9,7,3,0,0,0,1,11.1,1,11.1,3.8278,-0.51317,-1.29415,-0.94049,"89.6",211,14.285714285714285,0,0,5.31,-2.28,0.27,2.28,0.444,0,"3.048780488",,,"-3.048780488",,,,,14.3,,,,,,,
41,668909,"Williams, Gavin",282,14.5,0.375,0.125,0.5,0.5,0.447,,,3,8,93.7,19.5,2398,81.7,81.98,5,15,26,0.29999999999999716,6.66,114,146,121,149,292,324,296,"-2.333","2.333",,,,10,6,2,1,0,0,2,20,1,10,4.39902,-0.96024,-0.93634,0.61634,"93.6",175,50,16.666666666666664,10,6.13,-2.9,0.19,1.9,0.5,1,"5.690243902",,,"-5.690243902",,,,,33.3,,,,,,,
41,669684,"Murphy, Chris",176,23.3,0.1,0,0.25,0.1,0.147,,,1,10,91.9,1.5,2521,76.5,76.09,7,15,26,-0.4000000000000057,6.21,102,146,122,142,304,332,299,"0.75","-0.75",,,,11,4,1,0,0,0,6,54.5,0,0,4.84244,-0.90951,-1.08366,0.85146,"92.0",89,50,0,0,5.47,1.92,-0.01,2.12,0.182,0,"-1.829268293",,,"1.829268293",,,,,46.7,,,,,,,
