pitcher_id,pitcher_name,pitch_type,count,pitch_percent,rhh_percent,lhh_percent,start_speed,max_start_speed,ivb,hb,release_pos_z,release_pos_x,extension,tj_stuff_plus
663542,Bryan Hudson,CH,3,0.006012024048096192,0.0,0.01090909090909091,86.16666666666667,86.3,5.266666666666667,10.0,5.24145698110548,2.564003691254646,7.336108279864294,93.57936119126005
543056,Danny Coulombe,ST,4,0.4444444444444444,0.42857142857142855,0.5,80.22500000000001,80.8,-6.45,-9.75,6.327954779285785,-0.5112767225445471,5.643231093117475,103.6541391119176
687066,Eric Yang,FA,150,1.0,1.0,1.0,60.50066666666668,76.0,21.082666666666668,7.298,6.65556739446679,1.3190750650998113,4.581687865323901,46.1137519177915
622766,Miguel Díaz,SI,182,0.19382321618743345,0.31693989071038253,0.020512820512820513,93.88296703296703,96.6,8.667582417582414,15.070329670329667,5.972394832862748,1.3642783228319224,5.830557876714772,94.9243139483973
663627,Clay Helvey,SL,105,0.20270270270270271,0.28378378378378377,0.14189189189189189,88.6,90.6,4.564761904761905,-4.766666666666664,5.687506867915038,2.3737456189535977,6.078334644116604,103.6882175825577
668954,Curtis Taylor,FF,568,0.26492537313432835,0.1918047079337402,0.34904714142427284,93.6207746478874,96.1,14.08838028169013,9.245598591549317,5.768505340212067,1.4340029921994166,6.811758193282155,90.29174053185994
690440,Bradley Hanner,FC,5,0.0055617352614015575,0.0,0.0176678445229682,87.94,88.1,7.1,-4.9799999999999995,5.217991741342329,2.6159715693046737,6.270823503542722,105.11287691297889
694787,Jimmy Burnette,FC,81,0.2773972602739726,0.34810126582278483,0.19402985074626866,88.22222222222223,90.5,5.576543209876544,-2.255555555555556,5.152689514010421,2.756105646660283,6.3417097510034255,101.04598345136777
674384,Eduarniel Núñez,FF,261,0.6658163265306123,0.5990566037735849,0.7444444444444445,98.20766283524898,101.4,12.362835249042144,3.996934865900385,5.389092486107708,1.7021451138852992,5.661960979382621,101.65714916228403
643290,Justin Dunn,FF,440,0.43478260869565216,0.40663176265270506,0.4715261958997722,92.38863636363646,95.1,16.74204545454546,7.48977272727273,5.520646387495118,1.0254020601204887,6.638879291853968,93.73342138581972
814490,Ethan Pecko,SI,85,0.13709677419354838,0.12027491408934708,0.1519756838905775,93.5764705882353,96.2,11.70823529411765,10.85176470588235,5.489101286479052,3.379619028884919,6.349914582379076,97.16876936632345
