pitcher_id,pitcher_name,pitch_type,count,pitch_percent,rhh_percent,lhh_percent,start_speed,max_start_speed,ivb,hb,release_pos_z,release_pos_x,extension,tj_stuff_plus
800243,Jovi Galvez,FF,10,0.08333333333333333,0.175,0.0375,95.47,97.4,8.33,2.880000000000001,5.850646968683249,1.7584104501587436,6.378352030550833,97.7117645990115
800573,Victor Cabreja,FC,143,0.11906744379683597,0.08156424581005586,0.22875816993464052,82.94685314685316,86.7,7.423076923076923,2.2713286713286718,5.882124682067134,1.2413699000452552,5.9778896082844994,91.51760299091329
665178,Randy Labaut,CH,3,0.3,0.375,0.0,80.7,81.5,5.766666666666666,15.933333333333332,5.876114279438817,1.2252999689306858,6.501430979488798,96.9912542839919
692397,Maikel Hernandez,CH,1,0.5,NaN,0.5,85.8,85.8,17.3,10.7,5.879169491081414,2.4408919688748565,5.722687982429957,88.9235283987977
607237,Amir Garrett,SL,17,0.5483870967741935,0.38095238095238093,0.9,82.87647058823529,83.8,0.8352941176470589,-3.21764705882353,5.71720748506931,2.5130198376572794,6.340521720875874,95.62167156635047
815278,Jose M. Rodriguez,SL,27,0.055900621118012424,0.07482993197278912,0.026455026455026454,83.98148148148147,85.5,1.5925925925925923,-0.6444444444444445,5.742019554549383,0.9879108787174963,5.251330766107902,100.22938761097302
804948,Gage Stanifer,SI,260,0.6516290726817042,0.5846153846153846,0.7156862745098039,95.36269230769236,97.6,17.704615384615384,12.846153846153845,5.647559521110435,1.621870209124022,6.154302349281953,107.0477646286654
702622,Griffin Herring,SI,239,0.3930921052631579,0.40350877192982454,0.3368421052631579,90.78744769874478,94.2,17.999163179916298,12.033054393305434,6.006970411366176,1.444974148243909,6.943536876948204,98.51586734769901
814102,Drew Pestka,FF,72,0.14634146341463414,0.1348314606741573,0.16,93.62361111111113,96.4,15.845833333333339,9.073611111111111,6.133159606883584,2.454947998627737,5.863543388670024,96.55327893407565
828603,Logan Berrier,CH,12,0.025806451612903226,0.003424657534246575,0.06358381502890173,86.30833333333334,88.1,6.150000000000001,13.983333333333334,4.997887224071018,1.754116396882985,6.244867318171938,88.39195752942014
808138,Keiverson Ramirez,FF,4,0.03333333333333333,0.05555555555555555,0.023809523809523808,90.69999999999999,92.7,14.35,7.825,5.663839980597466,1.9412468233138866,6.265271245984785,83.69642795682887
681450,Angel Cuenca,SI,30,0.0539568345323741,0.08306709265175719,0.01646090534979424,91.40333333333335,93.0,10.020000000000003,16.04,5.554678128024991,1.8118652525095276,6.109676874258379,91.88003382632134
687226,Chris McElvain,SL,24,0.1348314606741573,0.17142857142857143,0.0821917808219178,79.41250000000001,81.5,-5.333333333333333,-11.041666666666666,6.202152160730855,0.8542380175608609,6.419240696595385,99.42646295474707
815157,Owen Hall,CH,4,0.035398230088495575,0.0,0.12121212121212122,88.75,89.3,8.65,10.45,5.760563987527676,2.502051541311014,6.709189319638004,86.18026103743006
826942,Ethan Sloan,FF,65,0.08333333333333333,0.09136212624584718,0.056179775280898875,89.91692307692307,94.0,17.175384615384615,6.050769230769232,5.3891239341817965,3.736668266729528,5.751245518043348,104.54125940807675
692068,Erubiel Armenta,SL,15,0.18072289156626506,0.078125,0.5263157894736842,81.06,83.2,4.659999999999999,-3.546666666666667,5.515634759585496,1.328327066164829,6.119075594015287,95.1335141101818
703596,Karson Milbrandt,CU,7,0.21875,0.25925925925925924,0.0,81.44285714285715,82.9,-9.62857142857143,-5.671428571428571,5.75389790268372,1.9759072508560227,6.25621170830001,101.9196993893515
807625,Gilberto Batista,FF,488,0.36363636363636365,0.3562091503267974,0.37971698113207547,92.97725409836067,96.1,17.166598360655726,9.87192622950819,6.061631864010827,0.8446207797364902,5.945807606018727,94.29734078753566
680754,Chris Williams Jr.,SI,125,0.20593080724876442,0.23839662447257384,0.09022556390977443,92.74960000000002,95.4,9.235200000000003,11.062399999999998,6.195382081032493,1.8240658011662754,6.355290184752545,85.80296642243002
801078,Braden Davis,CH,309,0.2609797297297297,0.3404255319148936,0.01718213058419244,81.6074433656958,85.2,12.95857605177994,12.175728155339812,5.6544609871948985,1.9108084032615982,5.537494207505019,100.21369994131284
695865,Wilmer Flores,FA,1,0.015625,0.0,0.038461538461538464,74.2,74.2,0.4,-5.2,6.15445587631866,1.5461817984133206,6.594363051216566,94.66074881855725
805812,Dylan Questad,CU,168,0.12736921910538287,0.1368124118476728,0.11639344262295082,77.0672619047619,81.2,-8.372619047619049,-3.7422619047619046,5.7012613297457015,1.280700442879346,6.445454739717201,96.39384391615992
554431,Tyler Matzek,FF,11,0.6470588235294118,0.5833333333333334,0.8,94.41818181818181,95.6,16.87272727272727,6.181818181818181,5.989924521719206,2.25314606235388,6.2276313937101015,106.45117055952196
800012,Adilson Peralta,FC,4,0.005018820577164366,0.003875968992248062,0.0071174377224199285,85.75,86.2,10.4,2.0,6.289528437463322,0.2658847565370064,5.765791597829016,93.03994648954767
828671,Brent Francisco,FC,39,0.23636363636363636,0.24031007751937986,0.2222222222222222,86.26666666666668,88.9,9.73076923076923,-0.3025641025641028,5.693850007233677,2.0654728340897393,6.72354971219937,95.98266596488413
701719,Tyler Samaniego,SL,8,0.17777777777777778,0.16666666666666666,0.3333333333333333,83.17499999999998,85.6,4.55,-6.6,5.517079648765261,1.7698154796564818,6.7790020887363855,103.5544829887607
701590,Khal Stephen,FC,26,0.044142614601018676,0.06606606606606606,0.015625,86.1423076923077,88.7,5.453846153846154,-3.984615384615385,6.020265469851305,1.6722685351286293,6.865100152533324,104.18738167933859
